Date,Race Number,Place,Horse No.,Horse,Jockey,Trainer,Actual Wt.,Declare. Horse Wt.,Draw,LBW,Running Position,Finish Time,Win Odds
12/07/2020,4,5,3,HELENE LEADINGSTARHELENE LEADINGSTAR(C165),J MoreiraJ Moreira,A S CruzA S Cruz,127,1058,8,4,"['7', '7', '8', '5']",1:34.89,6.2
12/07/2020,4,6,1,JOLLY BANNERJOLLY BANNER(V077),M F PoonM F Poon,P F YiuP F Yiu,131,1072,3,4-1/4,"['2', '3', '4', '6']",1:34.96,16
12/07/2020,4,7,5,NORTHERN SUPERSTARNORTHERN SUPERSTAR(C073),C SchofieldC Schofield,A T MillardA T Millard,125,1100,6,5-3/4,"['6', '2', '2', '7']",1:35.19,53
12/07/2020,4,8,6,KINGS SHIELDKINGS SHIELD(C071),K C LeungK C Leung,F C LorF C Lor,124,1139,5,5-3/4,"['1', '1', '1', '8']",1:35.20,35
12/07/2020,5,1,7,NATURAL STORMNATURAL STORM(C461),C SchofieldC Schofield,P F YiuP F Yiu,122,1085,3,-,"['9', '9', '9', '6', '1']",1:47.46,4.9
12/07/2020,5,2,10,MANAGEMENT STARMANAGEMENT STAR(B006),N CallanN Callan,K W LuiK W Lui,121,1074,13,1-1/4,"['13', '11', '11', '10', '2']",1:47.64,43
12/07/2020,5,3,6,GOOD DAYSGOOD DAYS(A333),Z PurtonZ Purton,C S ShumC S Shum,122,1139,14,1-1/2,"['14', '14', '14', '11', '3']",1:47.68,8.7
12/07/2020,5,4,12,FAMILY LEADERFAMILY LEADER(C089),M L YeungM L Yeung,C FownesC Fownes,118,1157,8,2,"['2', '3', '4', '3', '4']",1:47.79,13
12/07/2020,5,5,14,MISTER MONTEMISTER MONTE(A201),M ChadwickM Chadwick,C W ChangC W Chang,115,1068,12,3-1/4,"['3', '4', '2', '1', '5']",1:47.97,10
12/07/2020,5,6,3,JIMMUJIMMU(C266),B ShinnB Shinn,Y S TsuiY S Tsui,125,1083,11,3-3/4,"['12', '12', '12', '9', '6']",1:48.04,33
12/07/2020,5,7,4,LET'S TAKE IT EASYLET'S TAKE IT EASY(A140),C WongC Wong,L HoL Ho,118,1040,2,3-3/4,"['5', '5', '7', '7', '7']",1:48.06,92
12/07/2020,5,8,8,SMART COUSINSMART COUSIN(D249),T H SoT H So,C H YipC H Yip,120,1040,9,5-1/2,"['11', '13', '13', '13', '8']",1:48.33,246
12/07/2020,5,9,9,CHEERFUL STARCHEERFUL STAR(B326),J MoreiraJ Moreira,F C LorF C Lor,121,1021,5,10-1/4,"['10', '10', '10', '12', '9']",1:49.09,7.3
12/07/2020,5,10,1,REYNOLDSREYNOLDS(D170),C L ChauC L Chau,D J WhyteD J Whyte,123,1011,7,11-1/4,"['7', '6', '5', '5', '10']",1:49.26,25
12/07/2020,5,11,13,CIRCUIT NUMBER ONECIRCUIT NUMBER ONE(B373),K TeetanK Teetan,A S CruzA S Cruz,117,1058,10,11-3/4,"['1', '2', '1', '2', '11']",1:49.32,4.1
12/07/2020,5,12,2,KUNGFUMASTER PANDAKUNGFUMASTER PANDA(C153),K C LeungK C Leung,T P YungT P Yung,126,1112,1,14,"['6', '7', '6', '8', '12']",1:49.69,25
12/07/2020,5,13,11,MCMUNIGALMCMUNIGAL(B335),M F PoonM F Poon,D J HallD J Hall,117,1035,6,21-1/2,"['4', '1', '3', '4', '13']",1:50.88,5.6
12/07/2020,5,14,5,DRAGON COMMANDERDRAGON COMMANDER(C208),A HamelinA Hamelin,D E FerrarisD E Ferraris,122,1080,4,32,"['8', '8', '8', '14', '14']",1:52.59,39
12/07/2020,6,1,3,SKY FIELDSKY FIELD(D216),J MoreiraJ Moreira,C FownesC Fownes,131,1182,7,-,"['11', '9', '1']",1:08.76,1.4
12/07/2020,6,2,1,CLASSIC POSHCLASSIC POSH(C327),C L ChauC L Chau,D J HallD J Hall,123,1056,6,4,"['12', '12', '2']",1:09.40,29
12/07/2020,6,3,14,THE ABRAXASTHE ABRAXAS(C212),K TeetanK Teetan,Y S TsuiY S Tsui,116,1160,5,4-1/4,"['7', '6', '3']",1:09.44,13
12/07/2020,6,4,11,DIAMOND PEGASUSDIAMOND PEGASUS(D143),M ChadwickM Chadwick,A S CruzA S Cruz,120,1124,14,5,"['8', '11', '4']",1:09.56,76
12/07/2020,6,5,7,HERO STARHERO STAR(D033),N CallanN Callan,K L ManK L Man,124,1120,8,5,"['4', '5', '5']",1:09.57,12
12/07/2020,6,6,2,GOLDEN LINKGOLDEN LINK(D222),Z PurtonZ Purton,P F YiuP F Yiu,131,1006,2,5-3/4,"['9', '7', '6']",1:09.67,6.2
12/07/2020,6,7,4,WAR LORDWAR LORD(C113),C SchofieldC Schofield,J SizeJ Size,129,1115,10,6-3/4,"['13', '14', '7']",1:09.84,75
12/07/2020,6,8,9,HAPPY VICTORYHAPPY VICTORY(B195),A HamelinA Hamelin,A T MillardA T Millard,123,1090,12,7-1/4,"['3', '3', '8']",1:09.92,51
12/07/2020,6,9,6,REWARDING TOGETHERREWARDING TOGETHER(D334),K C LeungK C Leung,F C LorF C Lor,127,1250,1,7-1/2,"['10', '10', '9']",1:09.97,15
12/07/2020,6,10,8,TIGER GLARETIGER GLARE(D290),T H SoT H So,L HoL Ho,122,1034,9,8-3/4,"['14', '13', '10']",1:10.17,170
12/07/2020,6,11,13,TELECOM MISSILETELECOM MISSILE(D209),H N WongH N Wong,C H YipC H Yip,115,1244,3,10-1/4,"['5', '4', '11']",1:10.38,286
12/07/2020,6,12,12,PRAWN YEAH YEAHPRAWN YEAH YEAH(B381),C WongC Wong,R GibsonR Gibson,113,1157,11,11-1/4,"['6', '8', '12']",1:10.54,207
12/07/2020,6,13,10,WINNING WAYSWINNING WAYS(B332),H T MoH T Mo,C S ShumC S Shum,119,1191,4,11-3/4,"['2', '1', '13']",1:10.63,117
12/07/2020,6,14,5,HARD PROMISEHARD PROMISE(A373),K H ChanK H Chan,T P YungT P Yung,121,1120,13,16-1/2,"['1', '2', '14']",1:11.40,81
12/07/2020,7,1,8,SUMSTREETSUMWHERESUMSTREETSUMWHERE(B283),B ShinnB Shinn,D J HallD J Hall,123,1066,8,-,"['8', '8', '6', '1']",1:21.10,3.8
12/07/2020,7,2,1,SO WE JOYSO WE JOY(D082),A HamelinA Hamelin,J MooreJ Moore,133,1082,6,1-3/4,"['7', '7', '8', '2']",1:21.40,5.3
12/07/2020,7,3,14,GOLDEN MISSIONGOLDEN MISSION(C106),M F PoonM F Poon,C W ChangC W Chang,112,1116,2,2-1/2,"['5', '4', '2', '3']",1:21.50,12
12/07/2020,7,4,12,SUPER RED DRAGONSUPER RED DRAGON(C191),J MoreiraJ Moreira,W Y SoW Y So,117,1149,7,3-1/2,"['4', '5', '5', '4']",1:21.65,6.3
12/07/2020,7,5,4,DREAM WARRIORSDREAM WARRIORS(C280),N CallanN Callan,A S CruzA S Cruz,127,1110,12,3-3/4,"['3', '3', '4', '5']",1:21.69,25
12/07/2020,7,6,2,ARMOR STARARMOR STAR(C482),Z PurtonZ Purton,F C LorF C Lor,130,1164,1,3-3/4,"['1', '1', '1', '6']",1:21.70,3.6
12/07/2020,7,7,10,DESTINDESTIN(V417),M ChadwickM Chadwick,P O'SullivanP O'Sullivan,118,1178,9,4,"['10', '9', '9', '7']",1:21.75,18
12/07/2020,7,8,13,KA FORTUNEKA FORTUNE(C421),M L YeungM L Yeung,L HoL Ho,115,1034,10,5-1/4,"['11', '10', '10', '8']",1:21.94,48
12/07/2020,7,9,5,TRIUMPHANT HORSETRIUMPHANT HORSE(B430),C SchofieldC Schofield,K H TingK H Ting,127,1100,11,5-3/4,"['13', '12', '12', '9']",1:22.00,37
12/07/2020,7,10,6,CHUNG WAH SPIRITCHUNG WAH SPIRIT(A168),T H SoT H So,C H YipC H Yip,122,1130,3,6-1/2,"['9', '11', '11', '10']",1:22.15,82
12/07/2020,7,11,9,UNIVERSAL CROWNUNIVERSAL CROWN(D240),K TeetanK Teetan,D J WhyteD J Whyte,121,1074,5,9-3/4,"['6', '6', '7', '11']",1:22.64,18
12/07/2020,7,12,3,MANNA FROM HEAVENMANNA FROM HEAVEN(C261),H T MoH T Mo,K L ManK L Man,126,1098,14,13-1/4,"['2', '2', '3', '12']",1:23.24,352
12/07/2020,7,13,11,GENERAL DINOGENERAL DINO(A193),H W LaiH W Lai,D E FerrarisD E Ferraris,117,1063,13,17,"['12', '13', '13', '13']",1:23.82,263
12/07/2020,7,UR,7,APOLAR WARRIORAPOLAR WARRIOR(D073),K C LeungK C Leung,P F YiuP F Yiu,123,1185,4,---,---,---,32
12/07/2020,8,1,5,MR ALDANMR ALDAN(C323),Z PurtonZ Purton,A S CruzA S Cruz,126,1178,12,-,"['6', '7', '4', '1']",1:33.27,6.1
12/07/2020,8,2,4,THE ROCKTHE ROCK(D187),C SchofieldC Schofield,C FownesC Fownes,128,1186,2,3,"['4', '3', '3', '2']",1:33.76,3.6
12/07/2020,8,3,1,CORDYCEPSCORDYCEPS(B070),C L ChauC L Chau,K W LuiK W Lui,123,1179,8,3-3/4,"['2', '2', '1', '3']",1:33.85,9
12/07/2020,8,4,7,ENTRUSTEDENTRUSTED(D381),K TeetanK Teetan,D J WhyteD J Whyte,125,1131,3,4-1/4,"['9', '9', '7', '4']",1:33.93,7.8
12/07/2020,8,5,11,CHARIZARDCHARIZARD(B463),K C LeungK C Leung,D E FerrarisD E Ferraris,118,1057,9,4-1/4,"['14', '14', '13', '5']",1:33.95,36
12/07/2020,8,6,2,FANTASTIC SHOWFANTASTIC SHOW(A207),J MoreiraJ Moreira,Y S TsuiY S Tsui,131,1089,7,4-1/4,"['13', '13', '9', '6']",1:33.96,7.5
12/07/2020,8,7,10,EVER LAUGHEVER LAUGH(A278),C WongC Wong,K L ManK L Man,114,1160,11,6,"['3', '4', '5', '7']",1:34.23,27
12/07/2020,8,8,13,EMERALD SPUREMERALD SPUR(B258),H T MoH T Mo,P F YiuP F Yiu,113,1159,4,6,"['8', '8', '8', '8']",1:34.24,23
12/07/2020,8,9,12,SUPERB DADDYSUPERB DADDY(D235),M F PoonM F Poon,L HoL Ho,115,1091,10,6-1/4,"['12', '12', '12', '9']",1:34.28,36
12/07/2020,8,10,8,SUPER ELEGANCESUPER ELEGANCE(C183),A HamelinA Hamelin,K H TingK H Ting,124,1084,14,10,"['10', '10', '10', '10']",1:34.86,21
12/07/2020,8,11,3,PRECISE EXPRESSPRECISE EXPRESS(D198),M ChadwickM Chadwick,P F YiuP F Yiu,128,1000,1,12-1/4,"['7', '6', '6', '11']",1:35.21,7.3
12/07/2020,8,12,9,PAKISTAN FRIENDPAKISTAN FRIEND(B370),K H ChanK H Chan,C S ShumC S Shum,114,1046,5,13,"['1', '1', '2', '12']",1:35.36,43
12/07/2020,8,13,6,RACING LUCKRACING LUCK(B223),M L YeungM L Yeung,K W LuiK W Lui,126,1126,6,16-1/2,"['11', '11', '11', '13']",1:35.91,21
12/07/2020,8,14,14,DECISIVE ACTIONDECISIVE ACTION(C152),T H SoT H So,C H YipC H Yip,113,1088,13,37-1/4,"['5', '5', '14', '14']",1:39.22,84
12/07/2020,9,1,1,SUPER OASISSUPER OASIS(D085),C L ChauC L Chau,P F YiuP F Yiu,120,1135,5,-,"['5', '5', '5', '1']",1:20.78,15
12/07/2020,9,2,2,MONGOLIAN KINGMONGOLIAN KING(A098),Z PurtonZ Purton,Y S TsuiY S Tsui,129,1106,3,N,"['7', '8', '6', '2']",1:20.84,4.3
12/07/2020,9,3,6,BEAUTY APPLAUSEBEAUTY APPLAUSE(C228),J MoreiraJ Moreira,J SizeJ Size,123,1136,7,3/4,"['1', '1', '1', '3']",1:20.92,5.1
12/07/2020,9,4,8,BEAUTY RUSHBEAUTY RUSH(C475),K H ChanK H Chan,J SizeJ Size,113,1173,9,3-1/4,"['2', '3', '4', '4']",1:21.28,13
12/07/2020,9,5,9,TRANSCENDENTTRANSCENDENT(D126),M ChadwickM Chadwick,A S CruzA S Cruz,120,1061,11,3-1/4,"['10', '10', '10', '5']",1:21.28,15
12/07/2020,9,6,4,DRAGON GENERALDRAGON GENERAL(T400),A HamelinA Hamelin,Y S TsuiY S Tsui,127,1090,4,3-3/4,"['11', '11', '9', '6']",1:21.36,31
12/07/2020,9,7,11,YOUNG LEGENDYOUNG LEGEND(B097),M F PoonM F Poon,C S ShumC S Shum,117,1030,8,4-1/4,"['6', '2', '2', '7']",1:21.47,24
12/07/2020,9,8,5,WATER DIVINERWATER DIVINER(V356),H N WongH N Wong,K W LuiK W Lui,121,1169,1,4-1/2,"['3', '4', '3', '8']",1:21.51,23
12/07/2020,9,9,10,AMAZING CHOCOLATEAMAZING CHOCOLATE(C059),K TeetanK Teetan,A T MillardA T Millard,119,1198,10,6-1/4,"['9', '9', '7', '9']",1:21.78,2.7
12/07/2020,9,10,7,TORNADO TWISTTORNADO TWIST(C028),M L YeungM L Yeung,F C LorF C Lor,123,1116,2,7-3/4,"['8', '7', '8', '10']",1:22.02,48
12/07/2020,9,11,12,FANTASYFANTASY(D100),H T MoH T Mo,C S ShumC S Shum,115,1293,6,7-3/4,"['4', '6', '11', '11']",1:22.02,12
12/07/2020,9,WV,3,GOOD STANDINGGOOD STANDING(B105),K C LeungK C Leung,J MooreJ Moore,128,---,---,---,---,---,---
12/07/2020,10,1,10,PRIVATE ROCKETPRIVATE ROCKET(C367),C L ChauC L Chau,D J WhyteD J Whyte,112,1093,5,-,"['3', '3', '3', '1']",1:21.50,7.8
12/07/2020,10,2,8,ALCARIALCARI(A354),M F PoonM F Poon,P F YiuP F Yiu,120,1213,6,HD,"['5', '6', '6', '2']",1:21.54,16
12/07/2020,10,3,4,FLYING SWORDFLYING SWORD(C463),K TeetanK Teetan,A S CruzA S Cruz,125,1032,9,1,"['2', '2', '2', '3']",1:21.68,3.7
12/07/2020,10,4,5,GUY DRAGONGUY DRAGON(B377),A HamelinA Hamelin,W Y SoW Y So,125,1169,4,1-1/2,"['7', '8', '8', '4']",1:21.74,10
12/07/2020,10,5,12,HEZA BEAUTYHEZA BEAUTY(D116),J MoreiraJ Moreira,J SizeJ Size,116,1076,7,1-1/2,"['9', '7', '7', '5']",1:21.76,2.8
12/07/2020,10,6,14,MERRYGOWINMERRYGOWIN(V396),M L YeungM L Yeung,P O'SullivanP O'Sullivan,114,1128,12,1-3/4,"['11', '11', '12', '6']",1:21.78,181
12/07/2020,10,7,2,THE HULKTHE HULK(C431),C SchofieldC Schofield,C FownesC Fownes,128,1114,1,2,"['6', '5', '5', '7']",1:21.81,14
12/07/2020,10,8,1,LOBO'S LEGENDLOBO'S LEGEND(C299),N CallanN Callan,D E FerrarisD E Ferraris,133,1064,11,2-1/4,"['8', '9', '9', '8']",1:21.85,21
12/07/2020,10,9,7,CRAIG'S STARCRAIG'S STAR(C041),M ChadwickM Chadwick,C S ShumC S Shum,123,1259,13,2-3/4,"['13', '13', '11', '9']",1:21.95,13
12/07/2020,10,10,3,STANLEY PARKSTANLEY PARK(C446),H T MoH T Mo,L HoL Ho,124,1274,10,3,"['1', '1', '1', '10']",1:22.00,77
12/07/2020,10,11,13,ULTIMATE GLORYULTIMATE GLORY(S235),T H SoT H So,K L ManK L Man,113,1245,2,3-1/4,"['10', '10', '10', '11']",1:22.02,86
12/07/2020,10,12,9,KASI FARASIKASI FARASI(B385),K H ChanK H Chan,C H YipC H Yip,111,1046,3,3-1/2,"['4', '4', '4', '12']",1:22.07,73
12/07/2020,10,13,11,GREAT TREASUREGREAT TREASURE(T380),H W LaiH W Lai,Y S TsuiY S Tsui,116,1012,8,4,"['12', '14', '14', '13']",1:22.14,30
12/07/2020,10,14,6,AWEAWE(D168),K C LeungK C Leung,J MooreJ Moore,124,1038,14,6,"['14', '12', '13', '14']",1:22.46,24
12/07/2020,10,WV,,FLYING VICTORYFLYING VICTORY(C277),Z PurtonZ Purton,F C LorF C Lor,120,---,---,---,---,---,---
12/07/2020,11,1,2,GOOD LUCK FRIENDGOOD LUCK FRIEND(D228),J MoreiraJ Moreira,P F YiuP F Yiu,131,1138,8,-,"['2', '1', '1']",1:08.93,4.3
12/07/2020,11,2,3,SMART LEADERSMART LEADER(B456),K TeetanK Teetan,A S CruzA S Cruz,130,1143,1,1/2,"['8', '12', '2']",1:09.00,6.6
12/07/2020,11,3,5,METRO WARRIORMETRO WARRIOR(D387),N CallanN Callan,J MooreJ Moore,123,1131,2,2,"['4', '4', '3']",1:09.25,7.9
12/07/2020,11,4,8,MOERAKIMOERAKI(D084),C SchofieldC Schofield,K H TingK H Ting,119,1139,12,2,"['12', '11', '4']",1:09.26,141
12/07/2020,11,5,9,WINNING BREWWINNING BREW(C521),Z PurtonZ Purton,F C LorF C Lor,119,1043,5,2,"['11', '10', '5']",1:09.26,2.2
12/07/2020,11,6,14,KEEP YOU WARMKEEP YOU WARM(D272),H T MoH T Mo,K W LuiK W Lui,111,1096,6,2-1/2,"['7', '7', '6']",1:09.32,23
12/07/2020,11,7,4,CRUISINGCRUISING(B337),C L ChauC L Chau,T P YungT P Yung,119,1157,14,3,"['5', '5', '7']",1:09.41,21
12/07/2020,11,8,11,TRUST METRUST ME(C134),T H SoT H So,C H YipC H Yip,116,1099,11,3,"['14', '13', '8']",1:09.43,92
12/07/2020,11,9,6,EXCEPTIONAL NICEEXCEPTIONAL NICE(D367),B ShinnB Shinn,W Y SoW Y So,121,1028,13,5,"['10', '9', '9']",1:09.72,282
12/07/2020,11,10,1,QUADRUPLE DOUBLEQUADRUPLE DOUBLE(B250),K H ChanK H Chan,D J HallD J Hall,126,1099,9,5,"['1', '2', '10']",1:09.75,18
12/07/2020,11,11,12,DAY DAY RICHDAY DAY RICH(D231),M L YeungM L Yeung,T P YungT P Yung,116,1017,7,5-1/4,"['6', '6', '11']",1:09.75,289
12/07/2020,11,12,13,FIRST RESPONDERFIRST RESPONDER(C205),K C LeungK C Leung,D J WhyteD J Whyte,117,1166,10,5-3/4,"['3', '3', '12']",1:09.86,56
12/07/2020,11,13,7,PRESIDENT'S CHOICEPRESIDENT'S CHOICE(D038),A HamelinA Hamelin,C W ChangC W Chang,120,1014,4,6-1/2,"['9', '8', '13']",1:09.98,15
12/07/2020,11,14,10,TOTAL EXCESSTOTAL EXCESS(C428),H N WongH N Wong,C W ChangC W Chang,125,1198,3,14,"['13', '14', '14']",1:11.16,85
12/07/2020,11,WV,,HAPPY ALUMNIHAPPY ALUMNI(C065),M F PoonM F Poon,K W LuiK W Lui,116,---,---,---,---,---,---
08/07/2020,1,1,3,HAPPY ICHIBANHAPPY ICHIBAN(D037),C Y HoC Y Ho,D J WhyteD J Whyte,132,1256,10,-,"['2', '2', '2', '1']",1:40.20,6.7
08/07/2020,1,2,10,MISCHIEVOUS SUNDAEMISCHIEVOUS SUNDAE(C016),K TeetanK Teetan,J SizeJ Size,116,1066,5,1-3/4,"['1', '1', '1', '2']",1:40.49,3.7
08/07/2020,1,3,7,WINNERS BROTHERWINNERS BROTHER(C220),M L YeungM L Yeung,K L ManK L Man,122,1051,1,2-1/2,"['3', '3', '3', '3']",1:40.60,6.9
08/07/2020,1,4,11,GOLDEN CANNONGOLDEN CANNON(T022),K C LeungK C Leung,K W LuiK W Lui,117,949,9,3,"['11', '11', '10', '4']",1:40.66,21
08/07/2020,1,5,9,VIRTUS STARVIRTUS STAR(B395),A HamelinA Hamelin,F C LorF C Lor,118,1071,4,3-3/4,"['6', '8', '7', '5']",1:40.80,4.4
08/07/2020,1,6,12,MONEY WINNERMONEY WINNER(A055),H T MoH T Mo,Y S TsuiY S Tsui,112,1028,2,4-1/2,"['7', '6', '6', '6']",1:40.91,19
08/07/2020,1,7,6,GOLDEN GENERALGOLDEN GENERAL(A346),M ChadwickM Chadwick,K H TingK H Ting,123,1194,8,5-3/4,"['10', '10', '8', '7']",1:41.12,11
08/07/2020,1,8,8,KWAICHUNG BROTHERSKWAICHUNG BROTHERS(A012),V BorgesV Borges,R GibsonR Gibson,121,1175,7,6,"['8', '7', '4', '8']",1:41.17,18
08/07/2020,1,9,2,GREEN ENVYGREEN ENVY(C313),N CallanN Callan,C FownesC Fownes,133,1158,11,8,"['9', '9', '9', '9']",1:41.47,8
08/07/2020,1,10,4,HAPPY HOURHAPPY HOUR(B286),M F PoonM F Poon,C H YipC H Yip,129,1115,3,8-1/4,"['4', '4', '5', '10']",1:41.52,17
08/07/2020,1,11,5,DASHING GRACEDASHING GRACE(C513),H N WongH N Wong,T P YungT P Yung,127,1078,6,21-1/4,"['5', '5', '11', '11']",1:43.59,144
08/07/2020,1,WV,1,BREAK RECORDBREAK RECORD(C168),C WongC Wong,C S ShumC S Shum,128,---,---,---,---,---,---
08/07/2020,2,1,6,MOMENTUM HAPPYMOMENTUM HAPPY(C423),K C LeungK C Leung,K H TingK H Ting,126,1072,4,-,"['1', '1', '1']",1:10.04,3.3
08/07/2020,2,2,12,SHINING ONSHINING ON(A359),K TeetanK Teetan,K W LuiK W Lui,116,1015,7,1,"['7', '6', '2']",1:10.18,7.2
08/07/2020,2,3,8,SPACESPACE(C339),M ChadwickM Chadwick,P F YiuP F Yiu,125,1107,6,1-3/4,"['2', '2', '3']",1:10.32,13
08/07/2020,2,4,1,SPLIT OF A SECONDSPLIT OF A SECOND(B027),M F PoonM F Poon,L HoL Ho,131,1081,2,2-1/4,"['4', '4', '4']",1:10.39,9
08/07/2020,2,5,2,FEARLESS FIREFEARLESS FIRE(B085),Z PurtonZ Purton,C FownesC Fownes,131,1181,3,2-3/4,"['6', '7', '5']",1:10.49,2.7
08/07/2020,2,6,3,DAZZLING FEELINGDAZZLING FEELING(D296),V BorgesV Borges,D E FerrarisD E Ferraris,128,1264,12,3-3/4,"['12', '10', '6']",1:10.62,18
08/07/2020,2,7,7,JADE THEATREJADE THEATRE(A040),N CallanN Callan,K L ManK L Man,125,1095,11,4-1/4,"['5', '5', '7']",1:10.73,23
08/07/2020,2,8,9,ATHENAATHENA(D103),T H SoT H So,C H YipC H Yip,122,1030,1,5-3/4,"['3', '3', '8']",1:10.97,23
08/07/2020,2,9,5,NOBLE MANNOBLE MAN(C412),A HamelinA Hamelin,J SizeJ Size,127,1096,5,6,"['8', '9', '9']",1:10.99,20
08/07/2020,2,10,10,WONDERFUL TIMESWONDERFUL TIMES(D135),B ShinnB Shinn,A T MillardA T Millard,125,1104,10,8-1/4,"['9', '8', '10']",1:11.34,150
08/07/2020,2,11,11,STRATHCLYDESTRATHCLYDE(V225),C WongC Wong,A T MillardA T Millard,114,1195,9,12-1/4,"['10', '11', '11']",1:12.00,45
08/07/2020,2,12,4,WONDERFUL TREASUREWONDERFUL TREASURE(D221),H W LaiH W Lai,Y S TsuiY S Tsui,128,998,8,15,"['11', '12', '12']",1:12.43,123
08/07/2020,2,WV,,MELBOURNE HALLMELBOURNE HALL(D118),B ShinnB Shinn,D J HallD J Hall,123,---,---,---,---,---,---
08/07/2020,3,1,1,XPONENTIALXPONENTIAL(D049),A HamelinA Hamelin,D J WhyteD J Whyte,133,1121,7,-,"['4', '8', '1']",1:10.11,8.7
08/07/2020,3,2,8,GALLANT CROWNGALLANT CROWN(D359),K C LeungK C Leung,A T MillardA T Millard,123,1057,4,3/4,"['11', '10', '2']",1:10.24,159
08/07/2020,3,3,2,HARMONY N HOMEHARMONY N HOME(C531),K H ChanK H Chan,C S ShumC S Shum,124,1002,12,3/4,"['5', '3', '3']",1:10.25,21
08/07/2020,3,4,7,MALDIVESMALDIVES(D329),B ShinnB Shinn,D J HallD J Hall,126,1115,2,1-1/4,"['10', '7', '4']",1:10.30,6.7
08/07/2020,3,5,3,SPRINT FORWARDSPRINT FORWARD(C353),Z PurtonZ Purton,J MooreJ Moore,128,1064,6,1-3/4,"['2', '2', '5']",1:10.40,2.3
08/07/2020,3,6,5,INNO LEGENDINNO LEGEND(D361),K TeetanK Teetan,K L ManK L Man,126,1118,3,2-1/2,"['9', '9', '6']",1:10.50,7.8
08/07/2020,3,7,10,MAJESTIC CONQUERORMAJESTIC CONQUEROR(C363),V BorgesV Borges,T P YungT P Yung,119,1119,9,2-1/2,"['1', '1', '7']",1:10.50,9.2
08/07/2020,3,8,12,SWEETLY BABYSWEETLY BABY(D247),M L YeungM L Yeung,C FownesC Fownes,116,1202,5,3,"['6', '5', '8']",1:10.60,16
08/07/2020,3,9,6,LUCKY TURBOLUCKY TURBO(D400),N CallanN Callan,A S CruzA S Cruz,126,1297,1,4-3/4,"['7', '4', '9']",1:10.88,12
08/07/2020,3,10,4,CAN'T TOUCH THISCAN'T TOUCH THIS(D255),H N WongH N Wong,K H TingK H Ting,123,1027,8,5,"['12', '12', '10']",1:10.93,155
08/07/2020,3,11,11,FANTASTIC FABIOFANTASTIC FABIO(V364),C WongC Wong,C H YipC H Yip,113,1195,11,5-1/2,"['3', '6', '11']",1:10.99,42
08/07/2020,3,12,9,SKY TREASURESKY TREASURE(V401),H T MoH T Mo,Y S TsuiY S Tsui,117,1096,10,5-1/2,"['8', '11', '12']",1:11.00,15
08/07/2020,4,1,5,SUPREME PLUSSUPREME PLUS(C252),C Y HoC Y Ho,F C LorF C Lor,129,1118,8,-,"['8', '9', '1']",1:10.76,12
08/07/2020,4,2,12,FOX CHEUNGERFOX CHEUNGER(B187),K TeetanK Teetan,K W LuiK W Lui,119,1002,3,HD,"['3', '4', '2']",1:10.79,4.6
08/07/2020,4,3,4,YEE CHEONG LUCKYYEE CHEONG LUCKY(B357),M F PoonM F Poon,A T MillardA T Millard,128,1037,4,3/4,"['4', '3', '3']",1:10.89,5.2
08/07/2020,4,4,10,FLYING MONKEYFLYING MONKEY(T361),V BorgesV Borges,J MooreJ Moore,121,1062,12,1,"['2', '2', '4']",1:10.92,5.9
08/07/2020,4,5,3,HAPPY WINNERHAPPY WINNER(B450),Z PurtonZ Purton,C W ChangC W Chang,131,1087,5,2,"['6', '5', '5']",1:11.07,14
08/07/2020,4,6,7,MULTIMAXMULTIMAX(T129),C WongC Wong,L HoL Ho,122,1188,1,2-1/4,"['1', '1', '6']",1:11.11,8.4
08/07/2020,4,7,8,KWAI CHUNG ELITEKWAI CHUNG ELITE(C173),A HamelinA Hamelin,R GibsonR Gibson,125,1136,10,2-1/4,"['10', '10', '7']",1:11.12,13
08/07/2020,4,8,1,PLAY TO WINPLAY TO WIN(B468),K C LeungK C Leung,T P YungT P Yung,133,1077,7,3-1/4,"['5', '6', '8']",1:11.28,25
08/07/2020,4,9,6,AURORA STEEDAURORA STEED(C023),B ShinnB Shinn,C FownesC Fownes,127,1119,9,3-1/4,"['9', '7', '9']",1:11.29,13
08/07/2020,4,10,9,JUNZIJUNZI(V274),N CallanN Callan,W Y SoW Y So,123,969,2,3-1/4,"['7', '8', '10']",1:11.29,8.1
08/07/2020,4,11,2,SOLAR VICTORYSOLAR VICTORY(C365),K H ChanK H Chan,P F YiuP F Yiu,126,1160,6,5-1/4,"['12', '11', '11']",1:11.61,31
08/07/2020,4,12,11,EXPONENTSEXPONENTS(A031),H N WongH N Wong,Y S TsuiY S Tsui,117,1128,11,5-3/4,"['11', '12', '12']",1:11.67,36
08/07/2020,4,WV,,WINNING WARRIORWINNING WARRIOR(C185),---,K L ManK L Man,117,---,---,---,---,---,---
08/07/2020,5,1,9,NEXTMODELNEXTMODEL(D015),Z PurtonZ Purton,T P YungT P Yung,123,1149,12,-,"['1', '1', '1']",0:57.08,4.7
08/07/2020,5,2,11,ARDENODEARDENODE(B145),M F PoonM F Poon,W Y SoW Y So,116,1054,9,2-3/4,"['7', '5', '2']",0:57.53,9.9
08/07/2020,5,3,3,FORZA ANGELFORZA ANGEL(B333),K TeetanK Teetan,Y S TsuiY S Tsui,128,1042,10,2-3/4,"['6', '2', '3']",0:57.54,6.5
